Sentence,jfr,jannik,MaxK,student1,student2,arjen
The TBR is inserted as a placeholder wherever the required data is needed and is formatted in bold type within carets.,1,,,,,
"As each TBR is resolved, the updated text is inserted in each place that the TBR appears in the document and the issue is removed from this table.",1,,,,,1
"As new TBR issues are assigned, they will be added to this list in accordance with the above described numbering scheme.",1,,,,,1
The telescope is designed as a monostatic system to both transmit laser energy and receive light from targeted objects through common optics and a common optical path.,,,,,,0
"The gimbal drives the telescope to track Earth orbiting satellites, stars and fixed ground targets.",,,,,,0
The gimbal portion of the telescope and gimbal subsystem is attached to a riser which is mounted on a concrete pier and maintains vibrational isolation from other components of the shelter and dome to minimize disturbances to the gimbal pointing and tracking.,,,,,,1
"The optical bench (OB) subsystem is designed to allow the laser subsystem, receiver subsystem, and star camera to reside in an environmentally controlled environment, while supporting laser divergence changes for different satellites, point ahead of the laser beam for satellites, beam blocking and beam attenuation for laser safety, system configuration changes for the various modes (star calibration, ground target ranging and satellite tracking), and reduction in the background light that the detector is exposed to (ND wheel, spatial and spectral filters).",1,,,,,
"The range receiver subsystem consists of the detector and associated electronics to detect and measure the start and stop event times, support the software(cid:859)s determination of the signal from the background noise and the range to the target, and provide angular offset information to allow for closed loop tracking.",,,,,,1
In addition the range receiver subsystem includes a wide field of view low light Acquisition Camera for use in acquiring targets with poor predictions.,,,,,,1
"It includes an instrument for aircraft detection which is co aligned with the laser beam, support electronics, beam blocks and ND filters for eye safety external to the system, and sensors to inhibit the laser should a subsystem fault occur or should someone access an area in the system where the laser light can cause damage, such as the roof of the shelter or the dome.",,,,,,1
The Time and Frequency subsystem generates and regulates the various timing signals used by other subsystems as well as the time of day used by the software.,0,,,,,
The system also includes a monitoring subsystem that uses a secondary GPS timing source to compare the GPS Timing and Frequency subsystem.,0,,,,,
The Meteorological subsystem is designed to measure outside environmental conditions to provide information for precise ranging and health and safety of the system.,1,,,,,1
The dome is designed to contain and protect the telescope and the gimbal (part of the tracking subsystem) and associated hardware while allowing transmission and reception of light while operating.,1,,,,,
"This component includes the dome structure with an opening, the shutter over the opening, motors to open the shutter, motors to rotate the dome with the telescope, a structure to allow the rotation, and any additional hardware needed to measure/maintain the environment within the dome.",1,,,,,0
"The software is designed to support local, remote, and fully automated operations.",1,,,,,
"With a standard clear atmosphere or better, SGSLR stations shall be capable of tracking geosynchronous satellites whose arrays satisfy the ILRS retro reflector guidelines.",1,,,,,
Data precision for LAGEOS NPT shall be < 1.5 mm when averaged over a one month period.,1,,,,,1
In order to determine the pointing accuracy at each laser fire rate.,1,,,,,
Light throughput needs to be optimized to maximize signal.,0,,,,,
Required for testing and diagnostics with engineer present.,,,,,,1
"To allow for trouble shooting in the field, either locally or remotely.",,,,,,1
Different time of flight ranges require different gating and protection for stray light into the detector.,1,,,,,1
Stability of the laser is needed for millimeter level system performance.,1,,,,,
The laser safety subsystem must be able to be located in and operate at sites with wide temperature ranges.,0,,,,,
The laser safety subsystem must be able to be located in and survive in a wide variety of climates.,0,,,,,
To allow the GTA azimuth rotation to match horizontal.,,,,,,0
"As part of the ILRS, the SGSLR systems must be able to track most of the targets, this includes tracking targets that have restrictions on their tracking.",,,,,,1
The ILRS requires that stations follow the mission tracking restrictions.,1,,,,,
Rapid analysis gives allows quicker response by SGP to performance problems.,1,,,,,1
This adds one final layer of checking before firing.,0,,,,,
"The system must be capable of protecting itself by rejecting damage, or that could compromise safety.",1,,,,,
SGSLR requires a daily schedule in order to operate.,1,,,,,1
"This Specification is published by the National Aeronautics and Space Administration (NASA) to describe essential technical requirements for purchased or in-house items, services, functions, or processes for NASA programs and projects and includes procedures necessary to determine that the requirements covered by the Specification have been met.",0,,,,,1
These requirements are mandatory when specified as such by program documentation or contracts.,1,,,,,1
"This Specification is approved for use by NASA Headquarters and NASA Centers, including Component Facilities and Technical Service Support Centers.",,,,,,1
Adherence to these requirements will reliably prevent NC parent metal valve leakage or other failure-induced release of hazardous fluids (liquids or gases) from National Aeronautics and Space Administration (NASA) payloads on Expendable Launch Vehicles (ELVs).,1,,,,,
"The parent metal shear sections and interface tubes are defined by the term “parent metal” when they are machined from a single, certified bar of high-purity metal alloy with no welds.",1,,,,,1
This Specification is intended to be applied when these NC parent metal shear-section valves are used to prevent failure-induced release of hazardous fluids (liquid or gas) from spacecraft.,1,,,,,1
Any tailoring shall also be documented and communicated in writing to the appropriate range safety organization and the NASA Payload Safety Program Manager.,1,,,,,
"These fluids may be hazardous because of their toxicity, reactivity, temperature, or high pressure.",1,,,,,1
Note that in the simplified block diagram below not all detail features are shown so that those of major interest are more prominent.,0,,,,,1
The diagram is provided to point out the various features that are discussed in this Specification.,0,,,,,
The assessment successfully evaluated technical data to determine the risk of NC parent metal valve leakage or inadvertent activation in ELV payloads.,0,,,,,1
The study resulted in numerous recommendations to ensure personnel and hardware/facility safety during ground processing of ELV payloads.,1,,,,,1
"This Specification is a result of that recommendation, which is documented in NESC-RP-10-00614.",,,,,,1
The documents listed in this section contain provisions that constitute requirements of this Specification as cited in the text unless waived by the responsible Technical Authority.,1,,,,,1
"For this Specification, the term refers to cargo carried aboard a launch vehicle.",1,,,,,
Analysis should be accomplished before manufacture to help preclude additional redesign and testing.,1,,,,,
The short-duration impulse loadings from pyrotechnic actuation are generally evaluated based on test results because of the challenges of accurately analyzing stresses from these loadings using mathematical or computer modeling.,1,,,,,1
Comprehensive testing and analysis of the ignition system may be required before the possibility of inadvertent ignition can be fully mitigated.,1,,,,,1
"Although actuation of the valves used in aerospace applications is normally by pyrotechnics (initiators), the basic valve requirements can be applied to valves actuated by mechanical, electrical, hydraulic, and pneumatic or a combination of means.",,,,,,1
"Whatever actuation method is chosen, the maximum no-fire energy should be known to a reliability of 0.995 at a 95-percent confidence level so that a factor of safety can be determined from all inadvertent sources of that energy (checklist item 2D).",1,,,,,1
"This capability shall be demonstrated on every unit during assembly, with pressure applied individually to each line and separately to the valve housing through the actuation ram chamber while the lines are vented.",1,,,,,1
NC parent metal used in hazardous systems without additional barriers to leakage may be required by USAF Range Safety and NASA Payload Safety to have a minimum design burst pressure requirement of 4.0 times maximum ground working pressure (MGWP).,0,,,,,
"NC parent metal valves used in hazardous systems without additional barriers to leakage are considered Category A ordnance devices and have to follow NASA-STD 8719.24 and AFSPCMAN 91-710, Volume 3, Chapter 13, or equivalent document for applicable range.",0,,,,,
"Additionally, if the valve does not fail after 4.00xMEOP, it meets the full safety factor applied to tubing <3.81 cm (<1.5in) in diameter (checklist item 33D).",1,,,,,1
"When installed in the system, the parent metal sections are directly welded to the system tubing (checklist item 9A).",1,,,,,1
"Although many materials can be considered for the parent metal shear-section, the use of vacuum furnace remelt 304L stainless steel has a significant legacy for the shear-section application (checklist item 13D).",,,,,,1
"Other metals may require heat treatment after welding, as judged necessary by the responsible NASA materials specialist (checklist item 15D).",0,,,,,1
The yield and tensile strength callouts may vary depending on the strength requirements.,1,,,,,1
The standard yield and tensile strength may be used if they will meet the stress/force analysis requirements.,1,,,,,1
"Even if the stringers are oriented perpendicular to any thin break section, the chances of a leak from stringers are remote.",1,,,,,1
"However, a commonly used dye-penetrant etchant (a solution of nitric acid and hydrofluoric acid) has been shown to dissolve stringer material in 304L stainless steel.",,,,,,1
"Note that, for 304L stainless steel, any significant stringer is screened out during the required proof and helium leak testing process.",1,,,,,
The use of vacuum remelt raw material significantly reduces the likelihood of stringers occurring.,1,,,,,
"The housing and all other internal material that will be in contact with the hazardous fluids after actuation, e.g., rams, plugs, seals, shall also have the same requirements for materials compatibility with the hazardous fluids and the same welding compatibility requirements (checklist item 18D).",0,,,,,
"Before firing, a leak in the upstream-side parent metal seal could allow hazardous fluid at system pressure to enter the ram area.",1,,,,,1
"Similarly, after firing, leakage past the ram might occur.",1,,,,,1
"In either case, hazardous fluid could enter the ram area.",1,,,,,1
"Therefore, to ensure at least single-fault tolerance against external leakage, all internal valve materials that could then become wetted are to be fully compatible with the hazardous fluid.",1,,,,,1
"For example, some applications require that the valve be in the system and pressurized for many years with corrosive propellants after it operates, causing stress corrosion or metal nitrate formation.",1,,,,,1
"Both designs, when qualified, can be acceptable for use in ELV payload hazardous flight applications (checklist item 20A).",1,,,,,1
Components require independent certification that the materials of construction conform to drawing specifications before fabrication.,1,,,,,1
Parent metal shear-section valves used in single isolation configurations (without additional inhibits) need additional inspection and rigorous analysis to ensure the high unlikelihood that critical flaws exist.,1,,,,,1
"If applicable, the “V” notch angle, depth, and tip radius shall be measured by optical comparator or equivalent and verified to fully meet drawing requirements and indicate measured tip radius (checklist item 27D).",1,,,,,1
"This specification requires that the valve meet a demonstrated safety factor of 2.5 to 4.0, as applicable.",1,,,,,1
"Dye penetrants are generally used on flat surfaces (not in sharp groves), are not recommended, and should not be used unless a well-documented probability of detection (POD) study has been conducted to prove that the POD is greater than 90 percent with 95 percent confidence (termed commonly used for other similar applications, such as detecting cracks in critical bolt threads, and could be considered for this application, as long as the technique has been fully validated.",1,,,,,1
This means that the shear-section is to be outside the weld heat affected zone.,0,,,,,
"All manufacturing and inspection records and tested units shall be retained by the manufacturer for a minimum of 10 years, unless otherwise specified by contract (checklist item 36D).",1,,,,,1
"After manufacturing is complete, the lot of valves shall be submitted to LAT.",1,,,,,1
"The non-destructive 100-percent acceptance testing shall be performed in accordance with the product procurement specification (checklist item 34D), where required.",1,,,,,1
Destructive acceptance testing shall be performed where specified by procurement documentation.,1,,,,,1
Provide detailed calculation of MEOP for the pyrovalve and the pressurization system when personnel could be endangered.,1,,,,,
Document burst pressure testing in qualification test before and after firing and after firing for LATs.,,,,,,1
Provide drawing of the non-welded parent metal shear-section to confirm it is a continuous unit of non-welded parent metal.,0,,,,,
Document when the NC parent metal valve will be actuated to the open position.,1,,,,,
Provide verification that the only part of the valve in contact with the hazardous fluids before actuation is the parent metal shear-section.,0,,,,,
"If the material used for the parent metal shear-section is 304L stainless steel, checklist items 14 through 17 do not apply.",1,,,,,1
"Document the compatibility of any cleaning, test, or service fluids with stringer materials to ensure they are not etched away.",1,,,,,1
"Retain all manufacturing, inspection, test hardware, and test results for a minimum of 10 years, unless otherwise specified by contract.",1,,,,,1
"As valves subject to this Specification have to have a safety factor of at least 2.5, analysis is not generally required for shear valves unless there is measurable deformation.",1,,,,,1
"Depending on the stress levels, non-linear analysis may also be required.",1,,,,,1
"This analysis should result in identification of the regions that control the design, the net and peak stresses in these regions, and resulting factors of safety.",1,,,,,1
"During the 1950s and early 1960s, the Missile Firing Laboratory (later renamed to the Launch Operations Directorate) was the launch operations arm of Redstone Arsenal and the Army Ballistic Missile Agency.",1,,,,,
"These requirements and practices are optional for equipment used at manufacturing, development, and test sites.",1,,,,,1
"Rationale: Engineering analysis proceeds by separating the engineering design into the components and disciplines, analyzing, or estimating each component of the operation or failure mechanism separately, and recombining the components in accordance with physics and engineering principles.",1,,,,,
Rationale: Commercial items or components should be used when they satisfy the ground systems function and will not degrade the safety or reliability of the ground or flight system.,1,,,,,1
"To qualify as COTS, equipment must not be modified (see modified off-the- shelf [MOTS]).",0,,,,,
"The launch-induced environment also introduces hydrochloric acid, which exacerbates the corrosive effects of the marine environment.",,,,,,1
Rationale: Criticality of a ground system (GS) is determined by a Safety and Mission Assurance study analysis of the function and application of the equipment.,0,,,,,
This method is generally employed where qualitative operational performance is to be verified.,1,,,,,1
"If the factor of safety is defined in terms of stress, it is the ratio of the ultimate or yield stress to the maximum design stress.",1,,,,,1
"In fatigue design, it is the ratio of the calculated fatigue life to the allowable design life.",0,,,,,
Rationale: Equipment used during the manufacturing of flight hardware is not considered to be GSE.,1,,,,,
Each program defines when manufacturing ends and processing of the flight hardware begins.,1,,,,,
"If manufacturing equipment is to be used after flight hardware processing begins, it must be designed to meet GSE requirements.",1,,,,,1
"Rationale: Design standards for GSS may be similar to or, at the discretion of the program/project, identical to the design standards for GSE.",,,,,,1
"Limited-life items require periodic replacement or refurbishment, which must be defined in design and maintenance documents.",,,,,,1
"Rationale: Modification of COTS voids the design intent of the original equipment and places responsibility for performance, functionality, and reliability on the designer.",,,,,,1
"The structure supports or provides direct access to flight hardware (e.g., test stands, launch complexes, access platforms in operational or research facilities, towers, and similar special-purpose facilities).",1,,,,,
"Rationale: Although its use is limited, STE has the potential to cause damage to flight hardware or injury to personnel.",1,,,,,1
"Tools are calibrated, when necessary, in accordance with industry standards.",1,,,,,1
"In order to meet customer requirements, individual system and equipment design projects may need criteria that are more stringent than those specified herein.",1,,,,,1
"In such cases, these criteria should be determined by the responsible design organization in consultation with its customers (e.g., users and operators).",1,,,,,1
"COTS equipment should be used to the maximum extent possible when (1) it satisfies the intended function, (2) it will not degrade the safety or reliability of the flight or ground system, and (3) it provides a cost savings that exceeds possible cost increases due to unique maintenance or logistics requirements, modifications, or an increase in the complexity of the interfacing equipment.",1,,,,,
Close manufacturing tolerances should be avoided unless required by design and performance.,1,,,,,
"GS shall not degrade or contaminate flight systems, other GS, subsystems, or experiments while it is being used, checked out, serviced, or otherwise handled.",1,1,,,,
An assessment may be required to determine whether it is more cost-effective to modify the facility interface or design the GS to meet the existing facility interface.,,1,,,,
Existing GS that was verified to meet the GS requirements of a previous NASA program shall be considered acceptable for use without further verification to the requirements of this standards manual.,,1,,,,
Items with limited life shall be identified on design drawings and annotated with the specific limitation to the life of the item.,,1,,,,
Use of items with a projected lifetime that is less than the design life of the GS for which the items are intended should be avoided whenever possible.,,1,,,,
Elapsed time or cycle indicators should be employed to accumulate operational time or cycles for limited-life items.,,1,,,,
The age of items that are installed in a nonoperating mode should also be tracked.,,1,,,,
"If the equipment is COTS, the colors in Appendix A should be used as guidance to make equipment consistent with other GS.",1,,,,,
Safety of these systems is achieved by application of design requirements contained in this standards manual.,,1,,,,
"More stringent fault tolerance requirements (e.g., two-fault tolerant for loss of flight crew) may be applicable depending on program requirements.",,1,,,,
Failure modes/inadvertent operator actions are controlled using a systematic application of approved standards and design margins.,,1,,,,
Requirements for availability of system functions during launch processing may necessitate fail-operational design.,,1,,,,
System inputs (including dependencies such as electrical power and pneumatic purges) and outputs (including all control and monitoring functions) that could fail with potentially catastrophic or critical consequences shall be identified as reliability critical (FMEA is required).,,1,,,,
System inputs and outputs can be obtained from a system requirements document if available.,1,,,,,
Systems with hazards to personnel or equipment during normal or credible use scenarios shall be identified as critical (Hazard Analysis is required).,,1,,,,
"Redundant hardware item, which if all failed, could cause loss of life or vehicle.",1,,,,,
"Single failure in a safety or hazard monitoring system that could cause the system to fail to detect, combat, or operate when needed during the existence of a hazardous condition and could result in loss of life or vehicle.",,1,,,,
"Single failure that could result in loss of mission, damage to a vehicle system, or major damage to a significant ground asset.",,1,,,,
"Redundant hardware item, which if all failed, could cause a loss of mission, damage to a vehicle system, or major damage to a significant ground asset.",1,,,,,
"In determining the classification of criticality categories, it will be assumed that personnel actions will be performed to activate standby redundant items, as long as requirements for detectability and time to effect are met.",1,,,,,
"Based on the results of the FMEA, components having failure modes that could cause an undesirable event (other than criticality 3) shall be identified, categorized, and approved in accordance with the applicable agency, program, or KSC requirements.",,1,,,,
"In the absence of a program requirement, the methodology of KNPR 8700.2 shall be used.",,1,,,,
"All components other than criticality 3 are included in a CIL report, where they are reviewed for criteria such as qualification, failure history, tests, and verifications that will justify the design.",,1,,,,
The criticality categories shown in Table 1 shall be used when the program does not identify categories.,1,,,,,
"Static components, such as pressure vessels, pressure lines, cables, connectors, and wiring, shall be considered only if failure can be attributed to an active component failure.",1,,,,,
"A Hazard Analysis shall be performed on those systems and subsystems determined by the criticality assessment to be a potential threat to flight systems, ground systems, or safety.",,1,,,,
"Based on the results of the Hazard Analysis, those hazards that could not be eliminated by design or mitigated to an acceptable level shall require a Hazard Report.",1,,,,,
"In the absence of a program requirement, the methodology of KNPR 8700.2 applies.",0,,,,,
GS used or stored in an uncontrolled exterior environment shall be designed to function after exposure to the natural environment at its respective geographical location as specified in NASA-HDBK-1001.,1,,,,,
"GS not required to function after exposure to the launch-induced environment shall not cause damage or create a hazard to flight hardware, facilities, other GS, personnel, or the environment.",,1,,,,
"If GS will be operated in locations where fire or explosion hazards exist, as defined by NFPA 70, Article 500, it shall be hazardproofed in accordance with the requirements in KSC-STD-E-0002.",1,,,,,
Environmental methods and conditions required for testing and qualification of GS components shall be in accordance with MIL-STD-810 and KSC-STD-164.,,1,,,,
GS used in Zones 3 or 4 as defined in NASA-HDBK-1001 shall be designed to resist the effects of a seismic event using the criteria and guidelines in ASCE-7.,,1,,,,
"Drawings and specifications required for the fabrication, construction, installation, modification, test, operation, maintenance, sustaining, and use of GS shall be prepared in accordance with drawing practices equal to or more stringent than the engineering drawing practices of ASME Y14.100 and KSC-GP-435, Vol.",,1,,,,
All components used in critical GS shall undergo qualification to verify performance in their intended environment in accordance with KSC-STD-G-0003.,,1,,,,
"In the absence of design analysis, a load test of 8 times the safe working load shall satisfy the factor of safety requirements of this standards manual.",0,,,,,
The 8-to-1 load test screens out flaws that could propagate to failure in a structure used at or below the design load.,0,,,,,
This option should only be used for ductile materials.,,1,,,,
"Any procedures, methods, materials, and devices (such as carts, boxes, containers, or transportation vehicles) that are used to protect parts should be standardized to prevent damage to hardware.",,1,,,,
Galvanizing and other zinc coatings may cause hydrogen embrittlement in high-strength carbon steel fasteners that is difficult to detect.,1,,,,,
"When possible, ASTM A325 or SAE Grade 5 fasteners should be used instead.",1,,,,,
"Nonconventional aluminum structures may be designed using provisions of ADM, provided that the factors of safety are adjusted to be consistent with 5.1.2.",1,,,,,
"The following minimum factor of safety shall be used for support structures (excluding lifting devices, pressure vessels, preload in threaded fasteners, and springs) when not otherwise specified.",1,,,,,
"For metal castings without an M&P-approved quality plan, the factor of safety shall be 10 against exceeding the UTS.",,1,,,,
"For metal castings with an M&P-approved quality plan, the factor of safety shall be 5 against exceeding the UTS.",,1,,,,
"For ductile-matrix composites with no test data, the factor of safety shall be 10 against exceeding the UTS.",,1,,,,
"For ductile-matrix composites with test data, the factor of safety shall be 5 against exceeding the UTS.",,1,,,,
Threaded fasteners shall meet the factors of safety contained in (a) when only the operating load is considered.,1,,,,,
"Due to the nature of their design, springs do not meet the factors of safety specified for other engineering applications and should be designed in accordance with the Handbook of Spring Design from the Spring Manufacturers Institute.",1,,,,,
"Hypergolic propellants are fuels and oxidizers or fuels and catalysts that, when combined, produce a violent, explosive, high-energy exothermic reaction, without any other ignition source.",1,,,,,
Gaseous nitrogen shall be isolated from the ECS air ducting system by using two valves in series in the gaseous nitrogen supply line and vented to exterior atmosphere between the valves.,1,,,,,
"If the gaseous nitrogen supply is connected to the ECS duct system, ECS shall include the capability of monitoring the oxygen content in the ducting.",1,,,,,
Filters should be located immediately upstream of all interfaces where control of particulate matter is required for system performance.,,1,,,,
Galvanizing and other zinc coatings may cause hydrogen embrittlement that is difficult to detect.,1,,,,,
"When possible, ASTM A325 bolts should be used instead.",1,,,,,
"The design application may require a lower preload value due to actual applied loads, gaskets, seals, etc.",1,,,,,
"For nonstructural applications where a specific clamping force is not required, the designer may specify that fasteners be installed snug tight (tighten the fastener with standard tools, using ordinary force, until the assembly layers come into firm contact, determined visually and by feel).",1,,,,,
Transportation loads should be evaluated early in the design cycle since they may be the governing design load case.,,1,,,,
COPVs should be used only when necessary because of weight constraints.,1,,,,,
Damage to COPVs can be difficult to detect because reliable NDE methods have not been developed.,1,,,,,
"COPV failure modes can be catastrophic, requiring special safety clears during pressurization.",,1,,,,
"Piping and support systems, except those in remote or “cross country” areas or where personnel traffic is low, shall be in accordance with ASME B31.3 the piping system may be designed to ASME B31.8.",,1,,,,
"Where ASME B31.3 piping connects to ASME B31.8 piping g., at facility interfaces), the design should consider the differences in internal diameters and how the piping will be cleaned (via pipeline cleaning pigs).",1,,,,,
"For nonfacility ground systems, bonding and grounding shall be in accordance with the requirements of KSC-STD-E-0022 and NFPA 70.",0,,,,,
"For facility systems and earth ground, bonding and grounding shall be in accordance with the requirements of KSC-STD-E-0012 and NFPA 70.",0,,,,,
"For additional information on lightning protection, refer to International Electrotechnical Commission standard IEC 62305, Parts 1 through 4.",0,,,,,
"This ensures that KSC-developed software meets the Agency requirements for software engineering practices, software assurance, and software safety.",1,,,,,
"When directly exposed to a corrosive environment, tubing shall consist of Unified Numbering System (UNS) N08367 or S31245 superaustenitic stainless steel (trade name AL6XN or 254SMO) in accordance with KSC-SPEC-P-0027.",1,,,,,
"Protective covers shall be provided for all hoses, ports, fittings, and other fluid-fitting connections to GS to protect the threads, protect the sealing surface, and maintain the cleanliness of the system.",0,,,,,
"Prior to installation, protective caps, plugs, and covers shall be maintained clean at the same level or better than the system that they are protecting.",1,,,,,
"Caution should be used in selecting caps and plugs as covers due to the potential for generating debris during installation or removal, especially in oxygen systems.",1,,,,,
"When possible, the protective cover should be connected with a lanyard or the equipment should have a designated storage provision.",1,,,,,
"If a part is not covered by the 79K80000 series of specifications, it shall be documented with the following minimum information: commodity, environment, performance, installed dimensions, connection interfaces, recommended vendor, materials, compatibility, qualification/acceptance criteria, and recommended maintenance.",1,,,,,
Protective caps shall be provided for all fiber-optic connections to GS so that the mating surface is protected.,1,,,,,
Protective covers or caps shall be specified for use with electrical-connector plugs and receptacles in accordance with KSC-GP-864 when they are not connected.,1,,,,,
Metallic protection caps should be used during transportation or other potentially damaging handling situations.,1,,,,,
Optical covers/caps should be easy to install and remove.,0,,,,,
Sensors and transducers used in the design of GS systems shall be selected using KSC-NE-9187.,0,,,,,
Measurement applications that provide visibility only and are not relied upon to control a condition that could potentially damage flight hardware or potentially create a safety hazard may use COTS components.,0,,,,,
"If a part is not covered by KSC-NE-9187, it shall be documented with the following minimum information included: commodity, environment, performance, recommended vendor, materials, compatibility, and qualification/acceptance criteria.",1,,,,,
Purged electrical enclosures in hazardous locations shall be in accordance with NFPA 496.,0,,,,,
Purged electrical enclosures in nonhazardous locations shall be outfitted with purge hardware in accordance with 79K07491.,0,,,,,
Printed circuit assemblies that will not be exposed to vibration or thermal cycling at space flight levels shall be fabricated in accordance with IPC J-STD-001.,0,,,,,
Printed circuit assemblies that will be exposed to vibration or thermal cycling at space flight levels shall be fabricated in accordance with IPC J-STD-001ES.,0,,,,,
"Motors and generators used in GS shall be selected in accordance with the system requirements for speed, torque, horsepower, and environment.",0,,,,,
NASA RP-1228 should be used for guidance in selecting and analyzing fasteners.,0,,,,,
The reuse of self-locking fasteners shall be permitted when the running torque before clamp-up remains between the maximum self-locking torque and the minimum break- away torque.,1,,,,,
Self-locking fasteners should be used wherever possible.,1,,,,,
Fasteners used in corrosive environments and applications where condensation can occur shall be installed using a corrosion-resistant sealant while the sealant is still wet (wet installation).,1,,,,,
"When liquid-locking compounds are used for fastener installation, engineering drawings shall specify a validated process for application.",1,,,,,
"GS that have been load-tested shall be identified and marked in accordance with KSC-STD-141, and for lifting equipment, NASA-STD-8719.9.",0,,,,,
"GS used for transportation, handling, and personnel access shall be conspicuously marked to indicate the maximum safe working load in accordance with KSC-STD-E-0015, and for lifting equipment, NASA-STD-8719.9.",0,,,,,
"A hazard analysis shall be conducted in accordance with program-defined methodology as part of the GS design process to identify, mitigate, and control hazards.",0,,,,,
"In the absence of a program- defined methodology, KNPR 8700.2 shall be used.",0,,,,,
GS shall provide caution and warning indications to alert personnel of impending or existing hazards.,0,,,,,
GS should be designed to allow efficient implementation of the applicable Occupational Safety and Health Administration (OSHA) lockout/tagout requirements.,1,,,,,
HF-STD-001 shall be used to establish human factors criteria for GS design.,1,,,,,
"The following documents shall be used to establish materials properties for use in system or component design: DOT/FAA/AR-MMPDS, MIL-HDBK-17-2, MIL-HDBK-17-4, MIL-HDBK-17-5, and voluntary-consensus standards or codes (e.g., ASME BPVC-VIII and ASME BPVC-X for pressure vessels, and AISC 325 for structural steel).",0,,,,,
Parts machined from polychlorotrifluoroethylene (PCTFE) shall comply with ASTM D7194.,0,,,,,
"Annealing results in dimensional stability, which minimizes the occurrence of flow friction in oxygen system components with PCTFE soft goods.",0,,,,,
"If the material is not covered by a design code or one of these sources, the Aerospace Structural Metals Database or other published industry sources should be used in accordance with the best practices for design.",1,,,,,
"The properties listed in these documents are typical values, not minimum values; this must be considered when applying the factor of safety appropriate for the design.",1,,,,,
Composition and properties of all materials and parts shall be certified by the manufacturer or supplier as required by the procuring document.,1,,,,,
"For noncritical GS, the M&P organization’s approval on the engineering drawing approves deviations from other M&P requirements of this standard.",0,,,,,
The use of materials and processes that do not comply with the requirements of this standard may still be acceptable in the actual hardware applications.,0,,,,,
"When a material is sufficiently similar (chemically and physically) to a material found to be acceptable by testing in accordance with NASA-STD-6001, this material may be used without additional testing if its use is approved by the M&P organization.",1,,,,,
"If a material passes the flammability test on a metal substrate, it shall be used on metal substrates of the same thickness or greater.",1,,,,,
"If the material will be used on a thinner or non-heat-sinking substrate (or on no substrate at all), it shall be retested or considered flammable.",1,,,,,
"Many situations arise in which flammable materials are used in an acceptable manner without testing, but such uses require mitigation practices and approval by the M&P organzation.",0,,,,,
"Appropriate compatibility tests shall be conducted for materials that are subjected to long-term exposure to fuels, oxidizers, or other hazardous fluids.",0,,,,,
"Liquid oxygen and gaseous oxygen systems shall use materials that are nonflammable in their worst-case use configuration, as defined by NASA-STD-6001, Test 17, for upward flammability in GO2 (or Test 1 for materials used in oxygen pressures that are less than 350 kPa (50 psia).",0,,,,,
The as-built configuration shall be verified against the oxygen compatibility assessment to ensure that mitigation methods identified in the report were incorporated into the design and construction of the hardware.,1,,,,,
"For compressed-air systems and oxygen-enriched systems, the need for an oxygen compatibility assessment shall be addressed on a case-by-case basis.",0,,,,,
"Components shall be retested if the results are invalidated by actions occurring after the test (such as rework, repair, or interfacing with hardware for which the cleanliness level is unknown or uncontrolled).",1,,,,,
"Carbon and low-alloy steels heat-treated to strength levels at or above 1,240 MPa (180 ksi) UTS shall be approved by the M&P organization due to sensitivity to SCC.",1,,,,,
The ductile-to-brittle transition temperature exhibited in steels should be considered when using carbon and low-alloy steels in hardware operating in or exposed to low temperatures while in service.,1,,,,,
"Welding higher-carbon, unstabilized austenitic stainless steel can result in sensitization in the weld heat-affected zone.",1,,,,,
"Caution should be exercised in using martensitic and ferritic stainless steels because these are susceptible to hydrogen embrittlement, corrosion, and stress corrosion.",1,,,,,
Austenitic stainless steels are susceptible to pitting corrosion and crevice corrosion in a marine environment; some austenitic stainless steels are susceptible to SCC in a marine environment.,0,,,,,
UNS N08367 (trade name AL-6XN) or UNS S31254 (trade name 254 SMO) shall be used in pressure piping and tubing in lieu of 300-series stainless steel when the piping or tubing is directly exposed to a corrosive environment.,1,,,,,
Hardware should be designed to avoid fretting or wear of stainless-steel alloys.,0,,,,,
Lubricants and lubricated coatings should be considered for use with stainless-steel materials in applications where they come into contact through a sliding movement.,1,,,,,
Stainless-steel alloys (such as Nitronic 60) that resist galling should be considered as alternatives.,0,,,,,
"Alloys in the 5000-series containing more than 3% magnesium shall not be used in applications where the temperature exceeds 66 °C (150 °F), because grain boundary precipitation above this temperature can create stress-corrosion sensitivity.",1,,,,,
Hardware made with aluminum alloys should not be loaded through the short transverse grain direction because resistance to SCC is at a minimum in that direction.,1,,,,,
"Alloys with high nickel content are susceptible to sulfur embrittlement; therefore, any foreign material that could contain sulfur, such as oils, grease, and cutting lubricants, shall be removed before heat treatment, welding, or high-temperature service.",1,,,,,
"Some of the precipitation-hardening superalloys are susceptible to depletion of the alloying element at the surface in a high-temperature, oxidizing environment.",0,,,,,
"This effect should be carefully evaluated when a thin sheet is used, since a slight depletion could involve a considerable proportion of the cross section of the material.",1,,,,,
"Fretting may cause cracking, potentially leading to fatigue failure.",1,,,,,
Titanium alloys shall not be used with LO2 or GO2 at any pressure or with air at oxygen partial pressures above 35 kPa (5 psia).,0,,,,,
