Sentence,jfr,jannik,MaxK,student1,student2,arjen
"Supporting prebreathe and volume for suit don/doff, and suit stowage are necessary to support EVAs.",,,,,1,0
"The EVR IRDD provides the interoperability requirements to enable common robotic interface installation on modules, ORUs and payloads.",,,,,0,1
"The Gateway shall provide power, data, video, structural support and thermal services, as applicable, to external robotically compatible equipment, during all phases of operation.",,,,,0,1
The external robotics includes a set of worksite/payload interface equipment (including SORI) that transfers these services from Gateway modules to payloads.,,,,,0,0
These services will also be provided during manipulation (except thermal control).,,,,,1,1
Thermal services are specifically transfer of ATCS fluid.,,,,,0,0
An integrated analysis will be performed to determine the location of translation paths.,,,,,0,1
The Gateway shall provide worksites for external robotics operations in accordance with CSA- GWY-ID-0001.,,,,,0,0
Rationale: EVR operations to remove and install equipment require work areas that are designed for robotic compatibility.,,,,,0,0
Worksites implies both the contact regions where equipment is installed and the surrounding area which must have clearance and inadvertent contact resistance.,,,,,0,0
Operations include but are not limited to inspection.,,,,,0,0
A Gateway integrated analysis will be performed to identify where EVR worksites will be located to support Gateway operations.,,,,,0,1
The Gateway shall have external ORUs that are compatible with robotics per the EVR Interface Requirements and Definition Document CSA-GWY-ID-0001.,,,,,0,0
"Rationale: Gateway EVA is available on a contingency basis only, therefore any external ORUs must plan for robotics to be the primary means for installation and removal.",,,,,1,0
The Gateway shall autonomously perform off-loading and re-loading of external logistics vehicles.,,,,,0,0
The Gateway will provide a capability to off-load the external ORUs and experimental payloads that can be used without requiring crew or constant ground communication.,,,,,0,1
"The Gateway shall provide external robotically compatible attachment locations that provide services for ORUs, systems, and payloads during all ORU/payload life-cycle phases: operation, non-operation, external stowage, robotic manipulation and any others.",,,,,0,1
"Rationale: External robotically-compatible attachment locations with standard SORI, LPGF, and LORI fixtures will be used for ORUs for Gateway maintenance, external cargo not used immediately on delivery by the Logistics Module (or other source), and active payload instruments and hardware.",,,,,0,0
"Multiple instruments may be hosted on a single SORI or LPGF, assuming the instruments stay within the resource, structural and volume envelopes.",,,,,0,0
The interface plate should allow for additional capability of long duration stare/pointing.,,,,,0,1
Quantities and locations will be defined in <TBD-L2-GW-065> for utilization planning and module procurement.,,,,,0,1
The Gateway shall provide a robotically compatible science airlock.,,,,,0,0
Rationale: To support science and utilization of robotic transfer of payloads and ORUs into/out of the Science Airlock by both internal and external robotics.,,,,,0,1
The Gateway shall provide redundant robotic translation paths and utilization access (single- fault tolerance).,,,,,0,0
Rationale: Ensures that any single LPGF failure cannot trap the arm or eliminate access for utilization and maintenance.,,,,,0,1
Translation paths need to be designed according to manipulator reach and maintained to be free of obstructions.,,,,,0,0
The Gateway shall support external robotics performing end-over-end translation to perform its functions on all external surfaces of the Gateway where robotics activities are planned.,,,,,0,1
"The external robotic manipulators are expected to be dual-ended with walk- over capability, and a moving base analogous to ISS-MBS is not planned.",,,,,0,0
"In order to fulfill the operational need, it has to translate around the Gateway in order to execute its functions.",,,,,1,1
This includes reconfiguring the TTE network and the power distribution network.,,,,,0,0
Rationale: Gateway needs to provide spaced out base points for External Robotic manipulators to access the areas where activities are planned to take place.,,,,,1,1
"To do this, Gateway needs to attach grapple fixtures to structural hard points and route cabling to the connectors.",,,,,1,1
The coverage of Gateway will be assessed and analyzed to determine the location requirements.,,,,,0,1
"The Gateway shall have an external robotic system capable of autonomous operations that implements the following functions on the exterior of Gateway: inspection, installation and removal of payloads, transfer of equipment through the science airlock, off-loading and re- loading of logistics vehicles, free-flying vehicle capture and release, lunar and planetary mission equipment transfer, lunar and planetary element assembly, berthing and unberthing of modules and vehicles, removal and replacement of ORUs, self-maintenance, and assistance to EVA.",,,,,0,0
"Rationale: This provides the list of primary functions that EVR will furnish to Gateway, and which Gateway needs to support with the appropriate infrastructure.",,,,,0,0
"The functions are intended to be autonomous to eliminate dependence on crew presence, to reduce communication and control resource usage on the ground, to reduce operational lifecycle costs and to be a proving ground for path to Mars.",,,,,0,1
"The Gateway shall limit disturbances to the vehicle and robotics, during sensitive External Robotic operations, to a level <TBD-L2-GW-014> that will not affect robot performance and safety, without the need for flight-specific analysis, including after a single failure.",,,,,1,1
"Rationale: Based on ISS experience, attitude and orbit control systems need to have a passive mode to minimize disturbances during robotic ops.",,,,,1,1
"On ISS this involved selection of a Torque Equilibrium Attitude (TEA) to maximize CMG control capacity, controlling exercise, not performing dockings or orbital maintenance, and inhibiting CMG desaturations when the robotic hardware was within 2 ft of structure.",,,,,1,1
The Gateway shall support a network with a TTE end-over-end translation of the external robotics.,,,,,0,0
"Rationale: Robotic end-to-end relocation will require a reconfiguration of TTE topology, as well as payload and ORU mate/demate operations.",,,,,0,1
The Gateway shall support self-deployment of the EVR Element upon initial delivery.,,,,,0,0
"Rationale: When the logistics module arrives at Gateway, there will likely be no crew to assist, and EVA time is not meant to be expended on nominal operations even if they were there.",,,,,1,0
"The Gateway shall comply with applicable requirements in DSG-SPEC-IVR-013, Gateway Program Subsystem Specification for Intravehicular Robotics.",,,,,0,0
"To promote the successful integration between the internal robotics and the Gateway modules and systems, a set of requirements that dictates interface, performance, and functions was developed.",,,,,1,1
Adherence to this subsystem specification will ensure that the internal robotics system can successfully achieve its tasks and goals while minimizing the overall impact to the Gateway.,,,,,1,0
The Gateway shall provide the ability to access and service designated internal payloads and logistics without the need for crew intervention.,,,,,0,1
"Rationale: During uncrewed periods, payloads and logistics will be delivered to the Gateway and will need to be able to be extracted, moved, unpacked, installed, operated, maintained and serviced.",,,,,1,1
The Gateway shall have internal robotic assets capable of inspection.,,,,,0,0
"Rationale: Per requirement of dormancy / uncrewed periods of up to 3 years (HEOMD-01: DSG-R-5), multiple activities in Gateway may require mobile robots, or robots with dexterous manipulation capability, to perform detailed inspections.",,,,,1,1
IVR can be controlled either autonomously or with assistance from Earth-based mission control.,,,,,0,0
The Gateway shall support internal robotics access between modules.,,,,,0,0
"Rationale: During uncrewed periods, internal robotics must be able to either pass through open hatches or pass objects through open hatches to successfully accomplish most tasks.",,,,,1,1
"Based on vestibule length, this might include the need for IVR translation aids near the hatch or even in the vestibule.",,,,,0,0
The Gateway shall provide a method for determining and communicating internal location information that is common to internal robotics and human operators (crew and ground).,,,,,0,1
The Gateway needs to provide a similar approach and a common language for discussing location that satisfies both robotic and human needs.,,,,,0,1
Complexity of a robotic system is greatly reduced if an appropriate markings system is used to simplify identification and localization.,,,,,1,1
"The Gateway shall ensure that payloads, equipment, and tools used by internal robotics have interfaces for both humans and robots.",,,,,0,0
Rationale: This will ensure all locations accessible by internal robotics is also accessible to crew.,,,,,1,1
Complexity of a robotic system is greatly reduced if design of human interfaces also considers robotic manipulation.,,,,,1,1
Equipment includes systems that are maintainable and repairable.,,,,,0,0
These interfaces and any possible adapters will be covered in the IVR ICD.,,,,,0,0
The Gateway shall provide stowage and charging interfaces to support internal robotics operations.,,,,,1,1
Rationale: Gateway needs to distribute resources required to support internal robotics operations to the modules where internal robotics operations are performed.,,,,,1,1
"In particular, certain modules will need to serve as ""home base"" for IVR system components.",,,,,0,0
These docking stations will include room for IVR stowage as well as charging and network interfaces.,,,,,0,0
The Gateway shall provide a reconfigurable mobile video camera system for inspection and internal robotic operations support.,,,,,0,1
"Rationale: Robotic tasks can be aided by a free flying camera providing a ""bird's eye view"", however, this view can be moved/vary between and during tasks.",1,,,,,0
This will be compatible with internal wireless communications.,0,,,,,0
The Gateway shall use robotically compatible interfaces to allow the IVR system to access/retrieve/install internal logistics cargo.,1,,,,,0
"Rationale: To help reduce crew time required for logistics management during the 30 day mission, the modules should use robotically compatible interfaces to allow the IVR system to access/retrieve/install logistics cargo.",1,1,,,,
The Gateway shall provide resources and interfaces for Utilization payloads and payload accommodations as defined in the Gateway Utilization Payload Interface Requirement Document <TBD-L2-GW-062>.,0,,,,,0
"Rationale: Gateway is intended to support diverse science, (along with associated exploration), activities and close Strategic Knowledge Gaps.",1,,,,,0
"Gateway will accommodate crewed and uncrewed placement and operation of science assets e.g. internal investigations, external packages, In Situ Resource Utilization (ISRU) operations, transfer of surface samples, sample return to Earth, and science data collection/transfer.",0,,,,,0
"Operations of the Gateway will also include a robotic arm for installing experiments, a science airlock, and the ability to conduct operations on each element.",0,,,,,0
Internal and external payloads will be operated during crewed and uncrewed periods.,1,1,,,,
Payloads will need the specified Gateway resources available during operations.,1,,,,,0
Most payloads would not require crew interaction (likely apart from instrument installation and setup) and would continue to operate during uncrewed periods.,1,1,,,,
Resource interfaces between Gateway modules and the internal research accommodations (facilities) and between the accommodations and the payloads need to be standardized throughout Gateway.,1,,,,,0
Maximizes placement flexibility for internal payload facilities and payloads.,1,,,,,0
Minimizes flight hardware development to support payloads.,1,,,,,0
Minimizes ground support equipment for hardware test.,1,,,,,0
The Gateway shall allocate a minimum of 5.15 Tbits/day (644 GB/day) for utilization use.,1,,,,,0
"Rationale: Out of the total 7.49Tbits per day data downlink capacity, 5.15 T/Bits per day is allocated for utilization (science & technology demonstrations) use.",0,,,,,0
The Gateway shall provide a minimum of three (3) cubic meters (m3) of internal volume for powered payload locations.,1,,,,,0
"Gateway will accommodate crewed and uncrewed placement and operation of science assets e.g. internal investigations, external packages, ISRU operations, transfer of surface samples, sample return to Earth, and science data collection/transfer.",0,,,,,0
"Enhanced operations of the Gateway could also include addition of a robotic arm, a science airlock, and ability to conduct operations on each element.",1,,,,,0
"Active internal (pressurized) utilization payloads will need internal volume and systems resources (power, data, cooling, etc.).",0,,,,,0
"This volume does not include stowage volume or volume for multi-use equipment (separate requirements), however this volume may be used for stowage if powered payloads are not occupying the volume.",1,,,,,1
This volume does not include payloads or equipment that could be deployed in open spaces or passageways.,1,,,,,1
"The Gateway shall provide a minimum of five (5) cubic meters (m3) <TBR-L2-GW-016> of internal volume for utilization stowage, in addition to powered payload volume allocations.",0,,,,,0
"Internal stowage volume will be needed to store utilization equipment, consumables, samples, etc., in addition to active payload volume.",1,,,,,0
This volume can vary and will be managed mission by mission along with all stowage capacity.,0,,,,,0
"The Gateway shall provide <TBD-L2-GW-016> internal volume for powered multi-use equipment to support utilization, in addition to volume for powered payload locations.",1,,,,,0
There is an expressed need for internal lab equipment to support biology and sample analysis from multiple utilization customers.,0,,,,,0
"The equipment may include glovebox, microscope, video equipment, freezer, centrifuge, etc., in addition to volume allocated for powered payload locations (separate requirement).",0,,,,,0
"The Gateway shall have a minimum of 1,000 kg on-orbit mass allocated for utilization, for each crewed Gateway mission.",1,,,,,0
The Gateway shall provide enhanced inherent capabilities to facilitate science.,1,,,,,0
Rationale: PLACEHOLDER: with expectation for clarification of enhanced capabilities as we move forward.,0,,,,,0
"Enhancements of inherent gateway capabilities (e.g., precise clock, precise position knowledge) will capture more science return.",1,,,,,0
Rationale: Several utilization payloads would benefit from deployment from the Gateway into final orbits.,1,,,,,0
"The deployer could be on a Gateway module, the external robotic arm, a docked visiting vehicle, docked logistics module, or docked tug.",0,,,,,0
"Capability should allow reloading of the deployer by crew or IVR internally, or by EVR externally, depending on the deployer as additional small satellites (e.g. CubeSats) are sent to the Gateway.",1,,,,,1
The Gateway shall transfer samples and external hardware from free-flying vehicles and payloads to the Gateway interior for return to Earth.,0,,,,,0
"The Gateway systems will need to collectively support the return of lunar, planetary, and other extraterrestrial samples from free-flying vehicles to the Gateway and transfer them inside for potential decontamination, processing, analysis, and transfer to the crew vehicle for return to Earth.",0,,,,,0
External payloads may also have samples and hardware that need to be returned to Earth.,0,,,,,0
"The Gateway Probability of LOC shall have a mean value no greater than 1 in 400, for a 30-day crewed mission including 2 EVAs.",1,,,,,1
Rationale: NASA policy as described in NPR 8705.2C is to establish thresholds and goals for human space exploration for flight crew safety in terms of the probability of LOC.,1,,,,,0
The LOC limits specified are established to ensure that the Gateway modules adhere to the Agency thresholds.,1,,,,,1
"These LOC values are derived from an integrated preliminary Gateway Probabilistic Risk Assessment (PRA) model used to determine LOC achievability which includes the following modules: PPE, MHC, I-HAB, US-HAB, LM, Airlock and EVR.",1,,,,,1
"The Gateway Probability of LOM shall have a mean value no greater than 1 in 10, for a one year mission including a 30-day crewed mission.",0,,,,,1
"The LOM value has been derived from an integrated preliminary Gateway PRA model used to determine LOM achievability which includes the following modules: PPE, MHC, I-HAB, US-HAB, LM, Airlock and EVR.",1,,,,,1
"LOM includes all credible, quantifiable events that result in the loss of a defined major mission objective (as agreed to be the Gateway Program) initiated by Gateway such as LOC, Loss of Gateway, Inability to dock of a major element, etc.",1,,,,,1
"The Gateway modules shall have the predicted system hardware reliability listed below, for its defined mission environment considering capability for corrective maintenance in space.",0,,,,,1
Rationale: Gateway module allocated hardware reliability supports Gateway compliance with program-level LOC and LOM requirements.,1,,,,,0
Software was explicitly excluded because there is not a standard methodology for performing software reliability.,1,,,,,1
The Gateway critical systems shall be designed to be maintainable.,0,,,,,0
"Rationale: Maintenance activities may include removal, replacement, service, and repair of hardware and software.",0,,,,,0
Gateway items that require preventative and corrective maintenance activities need to be repairable with minimal crew support per DSG-RQMT- to unavailability of Downmass for repair at depot.,1,,,,,1
"Both upmass and onboard stowage resources are constrained resources for Gateway; therefore, hardware items to be maintained must be defined at the lowest level possible, balancing mass and volume of the items with crew time required for repair.",1,,,,,1
These items must be accessible and repairable by both crew and robotic assets utilizing Gateway IVA and EVA Common Tool Kits.,1,,,,,0
"Robotics is the preferred means of performing maintenance due to the limited availability of the crew; however, early phases of Gateway assembly will be solely reliant on crew for maintenance.",1,,,,,1
"IVR capabilities will be developed in later phases of Gateway assembly per DSG-SPEC- IVR-013, Gateway Program Subsystem Specification for Intravehicular Robotics.",0,,,,,1
External hardware items to be maintained should be designed for maintenance via extravehicular robotic assets.,0,,,,,0
During Lander operations only 2 crew will be available on board Gateway to support any maintenance activity.,1,1,,,,
"The Gateway shall meet all safety, performance, utilization, and mission objectives during and after exposure to the natural space environments as defined in SLS-SPEC-159 Cross-Program Design Specification for Natural Environments (DSNE).",1,,,,,1
"Rationale: Gateway hardware must perform in all of the natural space environments including ionizing radiation, meteoroids, orbital debris (during earth orbit and departure phase), plasma/spacecraft charging, natural thermal, gravitational, etc., environments.",1,,,,,1
The Gateway shall design for induced loads in accordance with <TBD-L2-GW-068> Gateway Loads Data Book.,0,,,,,0
Rationale: Gateway structures need to be able to limit the induced loads they produce as well as perform thru induced loads imparted upon them.,0,,,,,0
"The Gateway shall comply with the intent of the technical standards listed in Table 3.3.2-1, Type Technical Authorities have designated these as Type 2 documents.",0,,,,,0
"As such, Gateway Elements or Modules may choose to directly adopt or propose alternates as long as they meet or exceed the intent of the imposed standard, in accordance with the process defined in DSG- PLAN-007, Gateway Systems Engineering Management Plan.",1,,,,,1
The standards identified with an * in Table 3.3.2-1 are standards for which PPE will either meet through the use of an equivalent partner standard or provide justification for the suitability of non-equivalent standards including relevant data on past usage and other supplemental information that allows NASA/GW Program to adequately assess the risk.,1,,,,,1
"In the case of a tailored standard (Table 3.3.2-2 Type 2 Tailored Technical Standards Table), PPE will provide justification against the original standard from which the tailored standard was derived from.",1,,,,,1
All other standards identified in the table are not applicable to PPE.,0,,,,,0
"Rationale: Gateway must apply documents, specifications, and standards to its modules/elements in order to adequately ensure quality of end items delivered, and the ability of those end items to meet their functional and human certification requirements.",1,,,,,1
The applicable standard and revision is identified below.,0,,,,,0
"If new document revisions are released, the program will determine applicability and update as necessary.",1,,,,,1
"When the normative references cited within documents do not have an applicable revision specified, the applicable revision shall also be the current revision in effect on the date of the agreement or contract.",1,,,,,1
"The Gateway shall comply with requirements and standards specified in DSG-RQMT-002, Human System Requirements (HSR).",0,,,,,0
"The NASA Health and Medical Technical Authority (HMTA) has designated this as a Type alternates as long as they meet or exceed the imposed requirement, in accordance with the process defined in DSG-PLAN-007, Gateway Systems Engineering Management Plan.",0,,,,,1
"Rationale: DSG-RQMT-002 includes content tailored from NASA-STD-3001, NASA Space Flight Human-System Standard, as required by NPR 8705.2C.",0,,,,,1
"HSR content includes cross-cutting requirements applicable to all Gateway systems, including content such as physical accommodation of humans, acceleration and vibration limits, acoustics, designing for cleanliness, design for physical hazards, and operability.",0,,,,,0
"The Gateway shall be designed with fluids that comply with Multi-Purpose Crew Vehicle (MPCV) 70156, Cross Program Fluid Procurement and Use Control Specification.",0,,,,,0
"Rationale: Derived requirement similar to SSP 30573, Space Station Fluid Procurement and Use Control Specification.",0,,,,,0
"The Gateway shall be designed so that exterior Gateway surfaces are cleaned before close-out, including areas that are inaccessible in the final assembly and that may act as contamination sources while on orbit.",1,,,,,0
"Rationale: Derived requirement similar to SSP 30426, Space Station External Contamination Control Requirements.",0,,,,,0
"The Gateway shall provide interfaces for the Visiting Vehicle, per the Interface Design Document (IDD) <TBD-L2-GW-021>.",0,,,,,0
"The Gateway shall provide interfaces to the Gateway Ground Segment per documents <TBD- L2-GW-037> Gateway to Ground Network ICD, <TBD-L2-GW-066> VSM to Ground ICD, and <TBD-L2-GW-067> Gateway Program International Ground System Specification.",0,,,,,0
"The Gateway to Ground Network ICD (IRD) will provide the communication link interfaces between Gateway and the ground networks starting from the frame formatting, encoding, encryption, modulation and transmission to signal reception, decryption, decoding and frame parsing.",0,,,,,0
This information ensures that the ground network and the gateway systems are compatible with each other and provide reliable data exchange.,1,,,,,1
"VSM’s success depends on the ability of the ground operators to use, understand and configure it and the VSM to Ground ICD will provide the necessary details to enable this.",1,,,,,1
Gateway Program International Ground System Specification will provide the interface requirements for the Gateway Ground Segment.,0,,,,,0
The Gateway Ground Segment will function as Gateway’s connection to the ground assets.,0,,,,,0
"The Gateway Ground Segment describes the ground-based resources necessary for operations of onorbit Gateway, Lunar Systems and payloads, and it contains detailed specifications related to realtime command, control, and monitoring support.",0,,,,,1
"This section contains the formal qualification requirements that are necessary to show compliance with each ""shall"" statement in section 3.0 of this document.",1,,,,,1
"Only ""shall"" statements are checked for compliance.",1,,,,,1
Data for the reliability analysis will be collected and recorded during qualification.,1,,,,,0
"If development test data is intended to be used to qualify hardware, its intent shall be predeclared.",1,,,,,1
It encompasses the entire range of activity to verify that the design conforms to requirements when subjected to environmental life-cycle conditions.,1,,,,,1
Flight-like hardware is normally used for qualification testing.,0,,,,,0
"If actual flight hardware is used for qualification testing, it shall be in accordance with <TBD-L2-GW-069>.",1,,,,,1
Environmental models shall be used to represent environments that cannot be achieved under the conditions of ground testing.,1,,,,,1
"Simulators, used for verifying requirements, require validation so that the item undergoing qualification cannot distinguish between the simulator and actual operational hardware/software.",1,,,,,1
Integration testing and checkout shall be conducted during end item buildup.,1,,,,,0
"Activities such as major component operation in the installed environment, support equipment compatibility, and documentation verification will be proven during qualification.",1,,,,,0
"In general, system-level qualification will be conducted by analysis of segment-level qualification results.",0,,,,,0
"When analysis of segment-level qualification results is not adequate to prove compliance with the stated requirement, system level qualification activities will be conducted as identified in section 4.2.",1,,,,,1
Verification by inspection is the physical evaluation of equipment and/or documentation to verify design artifacts.,0,,,,,1
"Inspection is used to verify construction features, workmanship, and physical dimensions and condition (such as cleanliness, surface finish, and locking hardware).",1,,,,,1
The Placard shall be Red.” can be verified by inspection.,0,,,,,0
Verification by analysis is a process used in lieu of (or in addition to) testing and inspection.,0,,,,,0
"Analysis techniques may include statistics and qualitative analysis, computer and hardware simulations, and computer modeling.",0,,,,,0
"Analysis should be used only when all of the following conditions apply: (1) rigorous and accurate analysis is possible, (2) verification by test is not feasible or cost effective, and (3) verification by inspection is not adequate.",1,,,,,1
"When conducting Verification by Analysis, the models, simulations, and analysis tools must be accredited by the Program and Element/Modules to certify appropriate fidelity and software development quality.",1,,,,,1
"The accreditation authority ensures that the tools have sufficient pedigree to provide usable information for decision-making, at the level of criticality required.",1,,,,,1
Verification by demonstration is the actual operation of flight or ground equipment or teams to evaluate its functional performance and/or its interfaces to other equipment or teams.,1,,,,,1
"The primary distinction between demonstration and test is that demonstrations provide qualitative results, whereas tests provide quantitative results.",1,,,,,0
Human in the Loop (HITL) is a method of demonstration that may be used to verify complex integrated crew requirements.,1,,,,,1
"Verification by test is the actual operation of flight, flight-like, and/or ground equipment with the necessary test support equipment and test environment.",0,,,,,0
Test also applies to hardware or software verifications done on flight like systems in test facilities such as a System Integration Laboratory (SIL) and a Multi-element Integration Test (MEIT) lab.,1,,,,,1
The audit will check that the child requirements have been satisfied and that the verification of all lower level requirements satisfy the parent requirement.,1,,,,,1
"If the audit requires additional analysis to complete, it should be verified by analysis.",1,,,,,1
"A ground based test facility that integrates avionics and software products across the gateway, supported by high fidelity simulation.",0,,,,,1
GRAIL will integrate Engineering Units (EUs) or other appropriate fidelity avionics hardware.,0,,,,,0
GRAIL will include interfaces to ground and mission control assets as needed by verification requirements.,1,,,,,1
The facility uses both non-flight and flight-equivalent hardware to support testing.,0,,,,,1
"A ground based facility that tests Radio Frequency (RF), wireless, and other communication channels.",0,,,,,0
The GICTF includes flight-like infrastructure used by mission operations.,0,,,,,0
"The facility will software (including antenna with hat coupler would be ideal, but may need to defer that for the compatibility testing that is required by ground station).",0,,,,,0
"The (ICTL) will interface with Gateway avionics system integrated with flight software, and have connectivity with the respective ground stations and mission operations centers.",0,,,,,0
The integrated comm facility will communication system with the new waveforms.,0,,,,,0
A ground based capability to support integration across multiple Gateway module facilities and operations capabilities.,0,,,,,0
GIVS includes interfaces to cross-program includes interface to Visiting Vehicle simulations.,0,,,,,0
Ground based test facility to demonstrate robotics operations on Gateway.,0,,,,,0
Ground based facility to verify docking operations.,0,,,,,0
A simulation that models kinematic robot arm operations.,0,,,,,0
The ability to separate a spacecraft (and its crew) from Earth-bound control and oversight.,0,,,,,0
CATASTROPHIC HAZARD: Any hazard that may result in: loss of life or permanently disabling injury; loss of Gateway; loss of crew carrying vehicle; a condition that requires safe haven; or a loss of a major ground facility.,1,,,,,1
"CRITICAL SYSTEMS: (a) Systems which could cause a catastrophic or critical hazard if unable to perform the required functions, as determined by hazard analysis in accordance with DSG- RQMT-011 Gateway Program Hazard Analysis Requirements; (b) Components with criticality category 1/1R/1S or criticality category 2/2R failure modes as assessed by Failure Modes and Effects Analysis in accordance with DSG-RQMT-011, Gateway Program Failure Modes and Effects/Critical Items List (FMEA/CIL) Requirements.",1,,,,,1
The generic reference to a loss of function or functional redundancy.,0,,,,,0
"Specifically: the inability of a system, subsystem, string, ORU, component, or part to perform its required function(s) within specified limits.",0,,,,,0
Manufacturing processes that are identical or significantly similar* to those utilized in flight equipment.,0,,,,,0
Contain parts or assemblies that are identical or significantly similar* in design to flight hardware (includes manufacturing processes at the piece part level).,0,,,,,0
Equipment whose design (electrical or mechanical) is identical or significantly similar* to flight equipment when such design is critical to functional performance.,1,,,,,1
HABITABLE: Intended for crew occupancy and maintained in a condition suitable for human life.,0,,,,,0
"HABITABLE VOLUME: Any part of the spacecraft volume used by crewmembers to work, sleep, eat, egress, ingress or perform tasks necessary for a safe and successful mission.",1,,,,,1
"HAZARD: A condition, a state, an event, or an activity, internal or external to a system, which has the potential to cause harm.",1,,,,,1
"HAZARD CONTROLS: Appropriate means for eliminating, reducing, or controlling risk.",1,,,,,0
"HUMAN-IN-THE-LOOP (HITL): HITL evaluation is a special class of demonstration and test verification methods, requiring human interaction with a system.",1,,,,,0
"Typically the human subjects are NASA crewmembers as a subset of the test subject population that perform identified tasks in a representative mockup, prototype, engineering, or flight unit.",0,,,,,0
"The fidelity of mockups used for human-in-the-loop evaluations may range from low-fidelity, minimal representation, to high- fidelity, complete physical and/or functional representation, relevant to the evaluation.",0,,,,,1
"Human- in-the-loop demonstration/test is performed for complex interfaces or operations that are difficult to verify through modeling analysis, such as physical accommodation for crew ingress and egress.",1,,,,,1
"Demonstration/test requirements are normally implemented within a test plan, operations plan, or test procedure.",0,,,,,0
"INSOLATION: (a) In general, solar radiation received at a surface.",0,,,,,0
The rate at which direct solar radiation is incident upon a unit horizontal surface at any point on or above the surface.,0,,,,,0
"The function of keeping items or equipment in, or restoring them to, a specified operational condition.",0,,,,,0
"It includes servicing, test, inspection, adjustment/alignment, removal, replacement, access, assembly/disassembly, lubrication, operate, decontaminate, installation, fault location, calibration, condition determination, repair, modification, overhaul, rebuilding, and reclamation.",0,,,,,0
Maintenance includes both preventive and corrective maintenance both on-orbit and on the ground.,1,,,,,0
METEOROID/ORBITAL DEBRIS PENETRATION: Penetration of the habitable module M/OD protection system is defined as complete penetration or detached spall of the pressure shell by the primary impacting particle.,0,,,,,0
MISSION CRITICAL FAILURE: A failure of an ORU or system that results in a scrubbed mission.,0,,,,,1
"The total remaining volume available to on-orbit crew after accounting for the loss of volume due to deployed equipment, stowage, and any other structural inefficiencies (nooks and crannies) which decrease functional volume.",1,,,,,1
"OPERATOR ERROR: An inadvertent action by flight crew or ground operator that could eliminate, disable, or defeat an inhibit, redundant system, containment feature, or other design feature that is provided to control a hazard.",1,,,,,1
The intent is not to include all possible actions by a crewperson that could result in an inappropriate action but rather to limit the scope of error to those actions which were inadvertent errors such as an out-of-sequence step in a procedure or wrong keystroke or an inadvertent switch throw.,0,,,,,1
The operation of one spacecraft in the vicinity of another spacecraft with the relative positions stabilized and the attitude rate small enough to preclude the requirements for re-rendezvous.,0,,,,,0
STORAGE ITEM: An item which has a permanent internal or external location on orbit in a passive state until it is required or consumed.,1,,,,,0
"STOWAGE ITEM: An item which is placed temporarily in a location, and which is later removed and installed in a system, placed in a permanent location, or used to support Station or payload operations.",1,,,,,0
The table To Be Determined Items lists the specific To Be Determined (TBD) items in the document that are not yet known.,0,,,,,0
The TBD is inserted as a placeholder wherever the required data is needed and is formatted in bold type within carets.,1,,,,,0
"The TBD item is numbered based on the document number, including the annex, volume, and book number, as applicable (i.e., <TBD-XXXXX-001> is the first undetermined item assigned in the document).",0,,,,,0
"As each TBD is resolved, the updated text is inserted in each place that the TBD appears in the document and the item is removed from this table.",1,,,,,1
"As new TBD items are assigned, they will be added to this list in accordance with the above described numbering scheme.",1,,,,,1
The table To Be Resolved Issues lists the specific To Be Resolved (TBR) issues in the document that are not yet known.,0,,,,,0
The TBR is inserted as a placeholder wherever the required data is needed and is formatted in bold type within carets.,1,,,,,0
"The TBR issue is numbered based on the document number, including the annex, volume, and book number, as applicable (i.e., <TBR-XXXXX-001> is the first unresolved issue assigned in the document).",0,,,,,0
"As each TBR is resolved, the updated text is inserted in each place that the TBR appears in the document and the issue is removed from this table.",1,,,,,1
"As new TBR issues are assigned, they will be added to this list in accordance with the above described numbering scheme.",1,,,,,1
The Verification Matrix identifies the L2 Program verification methods that will be utilized to satisfy the L2 Program requirements.,0,,,,,0
"HSR 10049, HSR 10052, and HSR 10081. sufficient for required processing (metrics TBD).",0,,,,,0
The telescope is designed as a monostatic system to both transmit laser energy and receive light from targeted objects through common optics and a common optical path.,0,,,,,1
"The gimbal drives the telescope to track Earth orbiting satellites, stars and fixed ground targets.",0,,,,,1
"This subsystem includes the telescope and Coudé path through the tracking subsystem, two cameras mounted on the telescope (one low light camera for viewing dim targets and one wide field of view camera for visual tracking), and all associated environmental monitoring and control devices such as temperature sensors, accelerometers, etc.",0,0,,,,
"It also includes the gimbal, encoders, servo electronics, and additional hardware/software to monitor/maintain environmental limits.",0,,,,,0
The gimbal portion of the telescope and gimbal subsystem is attached to a riser which is mounted on a concrete pier and maintains vibrational isolation from other components of the shelter and dome to minimize disturbances to the gimbal pointing and tracking.,0,,,,,1
This subsystem has components in both the dome and the shelter.,0,,,,,0
"The optical bench (OB) subsystem is designed to allow the laser subsystem, receiver subsystem, and star camera to reside in an environmentally controlled environment, while supporting laser divergence changes for different satellites, point ahead of the laser beam for satellites, beam blocking and beam attenuation for laser safety, system configuration changes for the various modes (star calibration, ground target ranging and satellite tracking), and reduction in the background light that the detector is exposed to (ND wheel, spatial and spectral filters).",1,,,,,0
Laser light is directed along a path on the optical bench that is aligned to the telescope optical axis.,0,,,,,0
"The transmitted light goes from the laser to the pit mirror (which is part of the OB subsystem), along the Coudé path, and eventually out through the telescope.",0,,,,,0
